sugars_100g,fat_100g,salt_100g,fiber_100g,fruit_veg_100g,additives_n,proteins_100g,carbohydrates_100g,target,is_empty_calories,is_hidden_sodium,is_hyper_processed,is_low_fat_sugar_trap,is_hyperpalatable,violates_expectations,is_functionally_inconsistent,is_ultra_processed_combo,symbolic_score
5.2,1.9,0.4,3.8,0.0,0.0,2.9,10.8,0,0,0,0,0,0,0,0,0,0
6.6,0.2,0.6,0.0,0.0,1.0,0.9,8.8,0,0,0,0,0,0,0,0,0,0
3.8,17.72,4.79044,1.3,0.0,6.0,7.59,64.56,1,0,1,1,0,0,0,0,0,0
0.0,4.0,1.4224,4.0,0.0,2.0,12.0,76.0,0,0,0,0,0,0,0,0,0,0
58.14,16.28,0.67818,2.3,0.0,1.0,6.98,67.44,1,1,0,0,0,0,0,0,0,0
3.57,35.71,2.63144,3.6,0.0,1.0,7.14,50.0,1,0,1,0,0,0,0,0,0,0
1.0,9.0,0.6,0.0,0.0,0.0,18.0,1.0,1,0,0,0,0,0,0,0,0,0
15.82,7.14,0.24638,0.5,0.0,3.0,3.06,22.45,1,1,0,0,0,0,0,0,0,0
29.2,14.2,0.27,0.0,0.0,9.0,2.8,36.4,1,1,0,1,0,0,0,0,0,0
0.0,0.0,19.7,0.0,0.0,8.0,0.0,14.3,1,0,1,1,0,0,0,0,0,7
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1.5,4.89,1.10744,3.0,0.0,4.0,6.77,12.78,0,0,0,1,0,0,0,0,0,0
5.0,1.8,0.100076,2.9,0.0,0.0,12.0,71.0,0,0,0,0,0,0,0,0,0,0
26.8,7.22,0.10414,1.0,0.0,1.0,3.09,26.8,1,1,0,0,0,0,0,0,0,0
3.57,1.79,0.0,3.6,0.0,2.0,12.5,73.21,0,0,0,0,0,0,0,0,0,0
14.5,0.6,0.00762,1.5,0.0,1.0,0.6,15.7,0,0,0,0,0,0,0,0,0,0
2.43,7.69,1.04902,2.4,0.0,3.0,6.48,11.34,0,0,0,0,0,0,0,0,0,0
46.81,34.04,0.18796,6.4,0.0,1.0,4.26,57.45,1,0,0,0,0,0,0,0,0,0
4.1,0.41,0.76962,4.1,0.0,0.0,2.46,21.31,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.8,0.0,0.0,3.0,23.1,1.0,1,0,1,0,0,0,0,0,0,0
8.8,0.0,0.0254,0.0,0.0,5.0,0.0,8.8,1,0,0,1,0,0,0,0,0,4
1.18,0.39,0.01016,0.0,0.0,2.0,0.39,3.14,0,0,0,0,0,0,0,0,0,0
3.5,1.9,0.008,3.0,0.0,0.0,11.5,71.8,0,0,0,0,0,0,0,0,0,0
6.67,10.0,1.44018,0.0,0.0,4.0,3.33,10.0,1,0,0,1,0,0,0,0,0,0
1.18,7.06,0.28448,0.0,0.0,1.0,16.47,2.35,0,0,0,0,0,0,0,0,0,0
0.0,25.0,0.72644,3.6,0.0,0.0,10.71,60.71,0,0,0,0,0,0,0,0,0,0
40.0,0.0,0.04318,3.3,0.0,0.0,10.0,83.33,1,0,0,0,1,0,0,0,0,3
0.0,0.0,9.88822,0.0,0.0,3.0,7.14,67.86,1,0,1,0,0,0,0,0,0,3
12.5,0.0,0.07366,0.9,0.0,5.0,0.45,13.84,0,0,0,1,0,0,0,0,0,4
0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1.1,26.6,2.1,1.0,0.0,3.0,0.9,3.2,1,0,1,0,0,0,0,0,0,0
1.5,30.0,1.7,0.0,0.0,0.0,13.0,3.0,1,0,1,0,0,0,0,0,0,0
5.3,22.4,1.65,0.0,0.0,2.0,4.9,63.6,1,0,1,0,0,0,0,0,0,0
25.2,4.0,0.499999999999999,8.7,0.0,4.0,7.8,74.0,1,0,0,1,0,0,0,0,0,0
0.0,32.14,1.54178,0.0,0.0,0.0,25.0,0.0,1,0,1,0,0,0,0,0,0,3
2.9,5.8,0.1,0.0,0.0,0.0,4.8,3.8,0,0,0,0,0,0,0,0,0,0
1.28,14.1,0.91186,0.6,0.0,0.0,7.05,5.13,1,0,0,0,0,0,0,0,0,0
3.27,6.12,1.16078,0.4,0.0,3.0,2.86,8.57,1,0,0,0,0,0,0,0,0,0
20.0,1.82,0.04572,10.9,0.0,4.0,9.09,81.82,0,0,0,1,1,0,0,0,0,0
11.6,3.2,0.1,0.0,0.0,2.0,3.7,11.9,0,0,0,0,0,0,0,0,0,0
9.71,2.29,0.0653,2.86,0.0,0.0,5.14,14.3,0,0,0,0,0,0,0,0,0,0
0.0,28.57,2.43586,0.0,0.0,3.0,12.24,4.08,1,0,1,0,0,0,0,0,0,3
3.57,3.57,0.77216,0.0,0.0,6.0,14.29,7.14,0,0,0,1,0,0,0,0,0,0
12.0,0.0,0.09,0.7,0.0,0.0,3.8,0.0,1,0,0,0,0,0,0,0,0,0
0.6,2.2,0.01,2.9,0.0,0.0,7.2,73.4,0,0,0,0,0,0,0,0,0,0
13.33,0.0,0.0381,0.0,0.0,2.0,0.0,13.33,0,0,0,0,0,0,0,0,0,0
1.2,9.4,0.5,0.9,0.0,1.0,11.0,7.4,0,0,0,0,0,0,0,0,0,0
0.5,11.0,1.9,0.0,0.0,3.0,14.0,0.5,1,0,1,0,0,0,0,0,0,0
12.5,6.25,0.0,1.6,0.0,3.0,3.91,15.62,0,0,0,0,0,0,0,0,0,0
1.0,7.0,0.6096,2.0,0.0,3.0,11.0,28.0,0,0,0,0,0,0,0,0,0,0
2.2,8.81,0.762,0.9,0.0,6.0,12.78,20.26,0,0,0,1,0,0,0,0,0,0
5.31,4.42,1.0795,0.9,0.0,0.0,3.54,7.96,1,0,0,0,0,0,0,0,0,0
57.14,14.29,0.22606,3.6,0.0,6.0,7.14,67.86,1,0,0,1,0,0,0,0,0,0
10.0,0.2,0.004,0.0,0.0,1.0,0.2,11.2,1,0,0,0,0,0,0,0,0,0
1.6,2.0,0.3556,1.3,0.0,0.0,2.7,7.3,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.75,0.0,0.0,0.0,23.0,0.0,0,0,0,0,0,0,0,0,0,0
0.1,16.0,1.05,0.0,0.0,0.0,20.0,0.1,0,0,0,0,0,0,0,0,0,0
14.22,0.89,0.14224,0.0,0.0,6.0,3.56,17.78,0,0,0,1,0,0,0,0,0,0
2.94,2.94,1.2319,1.5,0.0,2.0,7.35,45.59,0,0,0,0,0,0,0,0,0,0
4.8,0.0,0.1,0.0,0.0,0.0,3.2,0.0,0,0,0,0,0,0,0,0,0,0
16.0,5.6,0.09,0.0,0.0,0.0,5.2,17.0,1,1,0,0,0,0,0,0,0,0
45.24,8.33,1.20904,0.0,0.0,4.0,4.76,78.57,1,1,0,1,0,0,0,0,0,0
2.64,2.2,0.6604,2.2,0.0,0.0,4.85,16.74,0,0,0,0,0,0,0,0,0,0
67.5,17.5,0.15748,2.5,0.0,3.0,2.5,70.0,1,1,0,0,0,0,0,0,0,0
14.4,14.0,1.0,3.1,0.0,0.0,7.8,52.0,1,0,0,0,0,0,0,0,0,0
3.1,4.5,1.016,1.7,0.0,5.0,8.2,6.0,0,0,0,1,0,0,0,0,0,0
0.0,4.0,0.22,0.0,0.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0
8.5,0.1,0.0,0.0,0.0,2.0,0.0,8.5,1,0,0,0,0,0,0,0,0,0
0.0,16.67,4.74218,0.0,0.0,1.0,0.0,6.67,1,0,1,0,0,0,0,0,0,3
0.0,4.0,1.4224,4.0,0.0,2.0,12.0,76.0,0,0,0,0,0,0,0,0,0,0
4.17,0.0,0.02286,0.0,0.0,4.0,0.0,11.04,1,0,0,1,0,0,0,0,0,4
26.67,0.0,0.0,0.0,0.0,0.0,0.0,26.67,1,1,0,0,1,0,0,0,0,7
0.0,1.75,0.0,3.5,0.0,0.0,8.77,77.19,0,0,0,0,0,0,0,0,0,0
50.0,35.0,0.0889,0.0,0.0,2.0,5.0,60.0,1,1,0,0,0,0,0,0,0,0
19.35,38.71,0.24638,6.4,0.0,0.0,16.13,38.71,1,0,0,0,0,0,0,0,0,0
1.0,4.4,0.1,0.0,0.0,0.0,2.3,23.0,0,0,0,0,0,0,0,0,0,0
0.4,2.0,4.50000000000001,0.0,0.0,2.0,26.0,1.0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
11.6,1.5,0.1,1.0,0.0,1.0,2.6,11.8,0,0,0,0,0,0,0,0,0,0
3.53,0.0,0.01524,2.4,0.0,0.0,2.35,7.06,0,0,0,0,0,0,0,0,0,0
0.0,28.57,1.69418,0.0,0.0,0.0,23.81,0.0,1,0,1,0,0,0,0,0,0,3
0.5,6.1,1.9,2.7,0.0,2.0,25.5,14.6,0,0,1,0,0,0,0,0,0,0
0.4,3.4,1.1,3.1,0.0,3.0,0.8,0.6,0,0,0,0,0,0,0,0,0,0
7.5,0.0,1.0795,2.5,0.0,1.0,0.0,12.5,0,0,0,0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0,0,0,1,0,0,0,0,0,4
1.41,6.34,0.7874,4.2,0.0,0.0,8.45,25.35,0,0,0,0,0,0,0,0,0,0
2.0,7.8,1.01,1.6,0.0,0.0,10.0,11.0,0,0,0,0,0,0,0,0,0,0
41.0,38.0,0.0,7.8,0.0,0.0,4.0,41.0,1,0,0,0,0,0,0,0,0,0
35.29,18.82,0.77724,1.2,0.0,1.0,4.71,51.76,1,1,0,0,0,0,0,0,0,0
4.7,0.0,1.4,9.1,0.0,0.0,15.0,0.0,1,0,0,0,0,0,0,0,0,0
18.75,12.5,0.07874,8.3,0.0,0.0,10.42,70.83,0,0,0,0,0,0,0,0,0,0
0.0,3.64,0.83058,0.0,0.0,0.0,16.36,3.64,0,0,0,0,0,0,0,0,0,0
54.0,0.0,0.02,0.0,0.0,0.0,2.0,0.0,1,1,0,0,1,0,0,0,0,7
1.5,6.3,0.7874,3.0,0.0,1.0,8.9,9.5,0,0,0,0,0,0,0,0,0,0
2.5,6.25,0.0,10.0,0.0,0.0,15.0,67.5,0,0,0,0,0,0,0,0,0,0
2.52,2.94,0.5969,1.7,0.0,0.0,1.68,5.88,0,0,0,0,0,0,0,0,0,0
56.47,22.35,0.98552,1.2,0.0,4.0,5.88,74.12,1,1,0,1,0,0,0,0,0,0
14.44,0.0,0.0,1.1,0.0,1.0,0.0,15.56,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.00762,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2.5,2.5,0.02,0.5,0.0,0.0,8.0,81.0,0,0,0,0,0,0,0,0,0,0
2.27,1.14,0.0,15.9,0.0,0.0,22.73,61.36,0,0,0,0,0,0,0,0,0,0
0.3,1.0,0.00127,1.0,0.0,0.0,7.0,79.0,0,0,0,0,0,0,0,0,0,0
2.96,8.28,0.94742,1.8,0.0,2.0,8.28,26.04,0,0,0,0,0,0,0,0,0,0
0.0,0.2,0.0,0.0,0.0,0.0,0.9,6.8,0,0,0,0,0,0,0,0,0,0
1.5,1.4,0.38,6.5,0.0,0.0,7.5,12.4,0,0,0,0,0,0,0,0,0,0
23.53,0.0,2.39014,0.0,0.0,0.0,0.0,29.41,1,1,1,0,1,0,0,0,0,10
13.33,6.67,2.032,0.0,0.0,0.0,6.67,20.0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
7.08,0.0,0.01016,0.0,0.0,1.0,0.0,7.5,0,0,0,0,0,0,0,0,0,0
4.0,5.0,1.27,8.5,0.0,1.0,15.0,64.0,0,0,0,0,0,0,0,0,0,0
4.29,0.0,0.0,6.4,0.0,0.0,1.43,12.14,0,0,0,0,0,0,0,0,0,0
0.0,0.77,0.7239,5.4,0.0,0.0,5.38,14.62,0,0,0,0,0,0,0,0,0,0
32.0,16.0,1.2192,0.0,0.0,2.0,4.0,72.0,1,1,0,0,0,0,0,0,0,0
3.54,0.0,1.05664,0.0,0.0,8.0,11.5,4.42,0,0,0,1,0,0,0,0,0,4
25.0,8.4,0.59,0.0,0.0,6.0,2.9,30.0,1,1,0,1,0,0,0,0,0,0
3.64,2.27,0.97028,0.0,0.0,8.0,10.0,4.55,0,0,0,1,0,0,0,0,0,0
20.0,6.9,0.15,0.0,0.0,1.0,6.9,24.0,1,1,0,0,0,0,0,0,0,0
6.67,20.0,1.778,6.7,0.0,5.0,13.33,60.0,1,0,1,1,0,0,0,0,0,0
1.75,24.56,1.33604,1.8,0.0,4.0,7.02,40.35,1,0,0,1,0,0,0,0,0,0
0.0,0.0,75.184,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,3
4.3,7.0,0.12,0.0,0.0,3.0,2.5,6.6,1,0,0,0,0,0,0,0,0,0
53.33,33.33,0.17018,0.0,0.0,1.0,6.67,60.0,1,1,0,0,0,0,0,0,0,0
1.6,2.3,0.81,0.0,0.0,0.0,6.3,12.7,0,0,0,0,0,0,0,0,0,0
56.7,23.6,0.01,2.6,0.0,2.0,4.6,64.0,1,1,0,0,0,0,0,0,0,0
12.0,0.2,0.0,0.6,0.0,0.0,0.3,12.0,1,0,0,0,0,0,0,0,0,0
14.55,7.27,0.0,9.1,0.0,0.0,12.73,72.73,0,0,0,0,0,0,0,0,0,0
2.0,6.8,0.5,3.9,0.0,0.0,4.1,14.0,0,0,0,0,0,0,0,0,0,0
26.79,0.0,0.45466,8.9,0.0,4.0,8.93,89.29,1,0,0,1,1,0,0,0,0,7
3.5,3.6,0.09,0.0,0.0,0.0,9.6,3.5,0,0,0,0,0,0,0,0,0,0
1.0,54.5,1.6,0.0,0.0,0.0,7.4,2.9,1,0,1,0,0,0,0,0,0,0
3.5,27.0,2.0,3.0,0.0,0.0,12.0,51.0,1,0,1,0,0,0,0,0,0,0
3.33,36.67,1.18618,0.0,0.0,0.0,3.33,6.67,1,0,0,0,0,0,0,0,0,0
24.8,0.0,0.13,7.3,0.0,0.0,10.6,0.0,1,0,0,0,1,0,0,0,0,3
6.32,0.0,0.22352,2.1,0.0,0.0,1.05,10.53,0,0,0,0,0,0,0,0,0,0
31.5,1.5,0.05,5.9,0.0,0.0,9.3,78.7,0,0,0,0,1,0,0,0,0,0
3.33,0.0,0.0,3.3,0.0,1.0,10.0,73.33,0,0,0,0,0,0,0,0,0,0
1.57,9.45,1.3589,2.4,0.0,1.0,10.24,18.9,0,0,0,0,0,0,0,0,0,0
0.6,5.4,0.85,4.2,0.0,6.0,7.0,7.2,0,0,0,1,0,0,0,0,0,0
70.0,5.3,0.379999999999999,0.0,0.0,2.0,5.6,75.0,1,1,0,0,0,0,0,0,0,0
28.57,21.43,0.54356,0.0,0.0,3.0,3.57,57.14,1,1,0,0,0,0,0,0,0,0
14.29,0.0,4.08178,3.6,0.0,3.0,7.14,17.86,1,0,1,0,0,0,0,0,0,3
1.4,12.5,0.873,1.5,0.0,0.0,4.5,10.4,1,0,0,0,0,0,0,0,0,0
46.67,22.67,0.98298,1.3,0.0,4.0,2.67,62.67,1,1,0,1,0,0,0,0,0,0
3.9,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0
1.1,1.4,1.0,0.0,0.0,0.0,18.0,1.4,0,0,0,0,0,0,0,0,0,0
0.0,25.0,1.72466,0.0,0.0,0.0,21.43,3.57,1,0,1,0,0,0,0,0,0,3
0.2,80.1,1.3,0.0,0.0,0.0,1.6,0.9,1,0,0,0,0,0,0,0,0,0
4.23,0.0,0.08128,0.0,0.0,7.0,8.45,7.75,0,0,0,1,0,0,0,0,0,4
0.5,82.0,0.03,0.0,0.0,0.0,0.7,0.5,1,0,0,0,0,0,0,0,0,0
3.2,8.1,0.87,2.6,0.0,3.0,4.5,22.0,0,0,0,0,0,0,0,0,0,0
13.1,3.1,0.13,0.0,0.0,0.0,3.6,13.1,0,0,0,0,0,0,0,0,0,0
1.43,1.43,3.37566,1.4,0.0,2.0,10.0,72.86,1,0,1,0,0,0,0,0,0,0
2.0,0.0,0.56,0.0,0.0,0.0,0.8,0.0,0,0,0,0,0,0,0,0,0,0
0.7,0.0,0.94,0.0,0.0,0.0,0.5,0.0,1,0,0,0,0,0,0,0,0,0
24.6,7.1,0.11,1.0,0.0,2.0,4.4,31.0,1,1,0,0,0,0,0,0,0,0
31.11,13.33,1.18618,2.2,0.0,0.0,26.67,48.89,1,1,0,0,0,0,0,0,0,0
0.1,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0
26.0,0.0,0.9,8.3,0.0,0.0,25.0,0.0,1,0,0,0,1,0,0,0,0,3
0.0,2.63,0.46736,5.3,0.0,0.0,5.26,73.68,0,0,0,0,0,0,0,0,0,0
4.76,7.14,2.3,0.0,0.0,4.0,9.52,4.76,1,0,1,1,0,0,0,0,0,0
0.82,0.2,0.29972,4.1,0.0,0.0,3.67,10.2,0,0,0,0,0,0,0,0,0,0
2.4,30.0,0.1,0.0,0.0,0.0,2.4,3.5,1,0,0,0,0,0,0,0,0,0
2.8,9.4,1.8,0.0,0.0,0.0,13.0,69.9,1,0,1,0,0,0,0,0,0,0
4.7,11.9,0.91,0.0,0.0,3.0,0.8,5.0,1,0,0,0,0,0,0,0,0,0
9.02,0.0,0.02032,0.0,0.0,2.0,0.0,9.84,0,0,0,0,0,0,0,0,0,0
0.0,1.85,0.0,0.0,0.0,2.0,7.41,77.78,0,0,0,0,0,0,0,0,0,0
10.6,10.6,0.0,0.0,0.0,1.0,0.0,10.6,1,0,0,0,0,0,0,0,0,0
5.05,10.1,1.2573,2.0,0.0,2.0,7.07,44.44,1,0,0,0,0,0,0,0,0,0
1.8,2.1,0.93,0.8,0.0,1.0,0.8,5.1,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3.57,50.0,0.0,10.7,0.0,0.0,21.43,21.43,0,0,0,0,0,0,0,0,0,0
1.5,4.1,0.7,1.6,0.0,3.0,5.2,15.6,0,0,0,0,0,0,0,0,0,0
11.76,7.06,1.016,2.4,0.0,2.0,8.24,54.12,1,0,0,0,0,0,0,0,0,0
69.0,0.01,0.0,0.0,0.0,3.0,0.1,69.0,1,1,0,0,1,0,0,0,0,0
1.18,0.0,0.0889,2.4,0.0,0.0,2.35,7.06,0,0,0,0,0,0,0,0,0,0
0.0,60.0,0.127,20.0,0.0,0.0,60.0,30.0,1,0,0,0,0,0,0,0,0,0
2.3,54.0,3.6,7.0,0.0,2.0,30.0,3.8,1,0,1,0,0,0,0,0,0,0
0.8,31.1,0.001,31.4,0.0,0.0,20.4,4.9,0,0,0,0,0,0,0,0,0,0
6.98,2.33,2.1844,2.3,0.0,2.0,6.98,48.84,1,0,1,0,0,0,0,0,0,0
62.5,0.0,0.09652,0.0,0.0,7.0,2.5,70.0,1,1,0,1,1,0,0,0,0,11
0.0,2.9,0.1,0.0,99.0,0.0,4.8,0.0,0,0,0,0,0,0,0,0,0,0
0.0,28.57,6.89356,0.0,0.0,4.0,42.86,0.0,1,0,1,1,0,0,0,0,0,7
1.9,16.0,1.3,2.5,0.0,4.0,8.7,17.0,1,0,0,1,0,0,0,0,0,0
0.0,0.89,0.1143,5.4,0.0,0.0,12.5,73.21,0,0,0,0,0,0,0,0,0,0
0.0,21.43,1.04394,0.0,0.0,2.0,14.29,3.57,1,0,0,0,0,0,0,0,0,0
25.0,35.71,1.36144,7.1,0.0,0.0,3.57,57.14,1,0,0,0,0,0,0,0,0,0
0.0,19.0,2.0,0.0,0.0,0.0,17.0,0.0,1,0,1,0,0,0,0,0,0,3
0.0,16.07,1.54178,0.0,0.0,0.0,28.57,3.57,1,0,1,0,0,0,0,0,0,3
0.0,0.0,0.4,0.0,0.0,2.0,0.0,99.0,0,0,0,0,0,0,0,0,0,0
5.6,3.0,0.5,2.0,0.0,0.0,1.7,6.2,0,0,0,0,0,0,0,0,0,0
10.0,6.0,0.0508,18.0,0.0,0.0,20.0,60.0,0,0,0,0,0,0,0,0,0,0
3.57,71.43,0.0,10.7,0.0,0.0,10.71,14.29,1,0,0,0,0,0,0,0,0,0
7.14,25.0,1.99644,0.0,0.0,5.0,17.86,10.71,1,0,1,1,0,0,0,0,0,0
9.9,0.1,0.16,0.0,0.0,1.0,0.4,10.1,1,0,0,0,0,0,0,0,0,0
31.0,0.0,0.530000000000001,1.8,0.0,0.0,5.1,0.0,1,1,0,0,1,0,0,0,0,7
26.67,23.33,0.635,0.0,0.0,4.0,6.67,66.67,1,1,0,1,0,0,0,0,0,0
6.67,20.0,1.35382,0.0,0.0,6.0,3.33,6.67,1,0,0,1,0,0,0,0,0,0
3.57,53.57,1.22428,10.7,0.0,0.0,21.43,17.86,1,0,0,0,0,0,0,0,0,0
14.7,0.0,0.16,0.0,0.0,2.0,3.2,0.0,1,0,0,0,0,0,0,0,0,0
2.46,8.2,1.2065,1.6,0.0,0.0,9.84,26.23,1,0,0,0,0,0,0,0,0,0
4.29,1.43,2.21234,2.9,0.0,4.0,11.43,74.29,1,0,1,1,0,0,0,0,0,0
44.44,0.0,0.14224,0.0,0.0,5.0,0.0,88.89,1,1,0,1,1,0,0,0,0,11
1.54,0.0,0.4699,4.6,0.0,0.0,5.38,15.38,0,0,0,0,0,0,0,0,0,0
10.3,14.0,0.03,12.5,0.0,0.0,8.3,63.4,0,0,0,0,0,0,0,0,0,0
23.17,14.63,0.12446,0.0,0.0,8.0,4.88,28.05,1,1,0,1,0,0,0,0,0,0
0.9,56.0,1.3,0.0,0.0,1.0,7.5,2.2,1,0,0,0,0,0,0,0,0,0
3.0,14.0,6.0,0.0,0.0,1.0,13.0,3.0,1,0,1,0,0,0,0,0,0,0
0.0,21.43,2.90322,0.0,0.0,1.0,17.86,3.57,1,0,1,0,0,0,0,0,0,3
65.0,0.0,0.3175,0.0,0.0,4.0,0.0,90.0,1,1,0,1,1,0,0,0,0,11
6.7,48.8,0.05,5.9,0.0,0.0,20.0,23.5,1,0,0,0,0,0,0,0,0,0
8.51,3.19,1.6764,0.0,0.0,1.0,14.89,10.64,1,0,1,0,0,0,0,0,0,0
7.14,10.71,2.44856,3.6,0.0,5.0,7.14,78.57,1,0,1,1,0,0,0,0,0,0
42.0,16.0,0.6096,2.0,0.0,20.0,4.0,58.0,1,1,0,1,0,0,0,0,0,0
9.01,0.0,0.02032,0.0,0.0,1.0,0.0,10.44,0,0,0,0,0,0,0,0,0,0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,1,0,0,1,0,0,0,0,7
1.5,1.4,0.635,0.6,0.0,1.0,0.7,5.1,0,0,0,0,0,0,0,0,0,0
1.18,0.0,0.23876,1.2,0.0,0.0,4.71,7.06,0,0,0,0,0,0,0,0,0,0
1.6,0.1,0.03,0.0,0.0,0.0,2.2,2.7,0,0,0,0,0,0,0,0,0,0
2.5,3.9,0.78,0.0,0.0,0.0,5.9,18.8,0,0,0,0,0,0,0,0,0,0
32.26,19.35,0.69596,3.2,0.0,3.0,3.23,67.74,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1.79,10.71,2.04216,0.0,0.0,4.0,14.29,5.36,1,0,1,1,0,0,0,0,0,0
0.0,1.18,0.56896,0.0,0.0,2.0,21.18,0.0,0,0,0,0,0,0,0,0,0,0
53.6,0.6,0.11,1.1,0.0,1.0,7.2,87.7,1,1,0,0,1,0,0,0,0,0
3.54,1.33,0.71882,1.8,0.0,2.0,1.77,5.31,0,0,0,0,0,0,0,0,0,0
27.0,2.6,0.4,6.4,0.0,0.0,9.8,73.5,0,0,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0,0,1,0,0,0,0,0,4
1.19,0.0,0.04572,2.4,0.0,1.0,2.38,19.05,0,0,0,0,0,0,0,0,0,0
67.5,0.0,0.1905,0.0,0.0,12.0,5.0,80.0,1,1,0,1,1,0,0,0,0,11
10.83,0.0,0.00508,0.0,0.0,0.0,0.0,11.67,0,0,0,0,0,0,0,0,0,0
58.0,0.3,0.0254,2.6,0.0,2.0,0.3,58.0,1,1,0,0,1,0,0,0,0,0
8.75,0.0,0.01524,0.0,0.0,0.0,0.83,11.25,0,0,0,0,0,0,0,0,0,0
14.84,0.0,0.02032,0.0,0.0,0.0,0.0,17.19,1,0,0,0,0,0,0,0,0,0
7.03,1.95,1.07188,2.3,0.0,0.0,2.34,10.94,0,0,0,0,0,0,0,0,0,0
59.0,0.1,0.0,1.2,0.0,1.0,0.4,59.0,1,1,0,0,1,0,0,0,0,0
5.0,0.0,0.05,0.5,0.0,0.0,0.6,6.0,0,0,0,0,0,0,0,0,0,0
10.71,35.71,0.22606,7.1,0.0,0.0,25.0,28.57,1,0,0,0,0,0,0,0,0,0
43.48,4.35,0.05588,8.7,0.0,1.0,4.35,69.57,1,0,0,0,0,0,0,0,0,0
1.19,14.29,1.72466,1.2,0.0,6.0,11.9,16.67,1,0,1,1,0,0,0,0,0,0
18.0,48.0,2.7,0.0,0.0,0.0,12.0,27.0,1,1,1,0,0,0,0,0,0,0
0.59,11.0,0.0,2.98,0.0,0.0,10.3,63.3,0,0,0,0,0,0,0,0,0,0
0.0,2.86,0.87122,5.7,0.0,0.0,5.71,17.14,0,0,0,0,0,0,0,0,0,0
0.8,1.1,0.3048,1.7,0.0,2.0,5.0,31.0,0,0,0,0,0,0,0,0,0,0
0.4,6.8,1.1,0.1,0.0,4.0,18.0,2.0,0,0,0,1,0,0,0,0,0,0
5.4,2.9,1.01,3.2,0.0,0.0,5.6,31.9,0,0,0,0,0,0,0,0,0,0
6.1,0.0,0.08,2.9,0.0,0.0,1.7,16.0,0,0,0,0,0,0,0,0,0,0
0.0,20.41,1.70942,0.0,0.0,1.0,12.24,0.0,1,0,1,0,0,0,0,0,0,3
2.6,0.0,0.53,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0
2.34,8.19,1.09982,1.2,0.0,3.0,11.11,30.41,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.02794,2.3,0.0,1.0,9.09,81.82,0,0,0,0,0,0,0,0,0,0
19.0,1.5,0.95,4.5,0.0,0.0,8.0,81.0,1,0,0,0,1,0,0,0,0,0
23.0,16.6,0.43,6.0,0.0,3.0,8.0,65.0,1,0,0,0,0,0,0,0,0,0
2.86,2.86,1.66878,8.6,0.0,0.0,14.29,71.43,1,0,1,0,0,0,0,0,0,0
5.0,1.04,0.13208,0.0,0.0,1.0,3.33,5.42,0,0,0,0,0,0,0,0,0,0
3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0,0,0,0,0,0,0,0,0,0
13.33,0.0,9.31418,0.0,0.0,2.0,6.67,20.0,1,0,1,0,0,0,0,0,0,3
3.57,28.57,1.63322,0.0,0.0,0.0,28.57,0.0,1,0,1,0,0,0,0,0,0,0
0.71,3.19,0.82804,0.7,0.0,6.0,12.06,26.95,0,0,0,1,0,0,0,0,0,0
6.38,4.26,1.28,3.4,0.0,1.0,10.2,45.1,0,0,0,0,0,0,0,0,0,0
2.35,0.0,0.0,3.5,0.0,0.0,1.18,5.88,0,0,0,0,0,0,0,0,0,0
0.0,14.29,2.35966,0.0,0.0,2.0,14.29,71.43,1,0,1,0,0,0,0,0,0,3
13.0,2.8,0.14,0.0,0.0,3.0,3.4,13.0,0,0,0,0,0,0,0,0,0,0
4.71,0.0,0.0,5.9,0.0,0.0,4.71,14.12,0,0,0,0,0,0,0,0,0,0
